Site Name,Human Use,Count Height,Egg Count Index,Egg Count,Egg Count Index,Caterpillar Count,,Site Name,Human Use,EggsGround,EggsMidTree,EggsUpperTree,,,,
L09,Low,low,7.5,medium,7.5,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,low,0,none,0,none,,,,,,,,,,
L09,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L09,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L09,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L09,Low,medium,0,none,0,low,,,,,,,,,,
L09,Low,medium,0,none,0,medium,,,,,,,,,,
L09,Low,medium,0,none,0,low,,,,,,,,,,
L09,Low,medium,0,none,0,low,,,,,,,,,,
L09,Low,medium,0,none,0,none,,,,,,,,,,
L09,Low,medium,0,none,0,none,,,,,,,,,,
L09,Low,medium,0,none,0,none,,,,,,,,,,
L09,Low,medium,0,none,0,low,,,,,,,,,,
H01,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,high,,no entry,,no entry,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,,no entry,,none,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,high,0,none,0,no entry,,,,,,,,,,
H01,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,low,,no entry,,no entry,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,low,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,,no entry,,none,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,low,0,none,0,no entry,,,,,,,,,,
H01,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H01,High,medium,,no entry,,no entry,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,low,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,,no entry,,none,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H01,High,medium,0,none,0,no entry,,,,,,,,,,
H010,High,high,12.5,high,12.5,none,,,,,,,,,,
H010,High,high,12.5,high,12.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,medium,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,none,,,,,,,,,,
H010,High,high,2.5,low,2.5,medium,,,,,,,,,,
H010,High,high,7.5,medium,7.5,none,,,,,,,,,,
H010,High,high,7.5,medium,7.5,none,,,,,,,,,,
H010,High,high,7.5,medium,7.5,none,,,,,,,,,,
H010,High,high,7.5,medium,7.5,none,,,,,,,,,,
H010,High,high,7.5,medium,7.5,none,,,,,,,,,,
H010,High,high,7.5,medium,7.5,low,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,low,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,low,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,low,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,,no entry,,low,,,,,,,,,,
H010,High,high,,no entry,,medium,,,,,,,,,,
H010,High,high,,no entry,,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,none,,,,,,,,,,
H010,High,high,0,none,0,low,,,,,,,,,,
H010,High,low,12.5,high,12.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,high,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,2.5,low,2.5,none,,,,,,,,,,
H010,High,low,7.5,medium,7.5,none,,,,,,,,,,
H010,High,low,7.5,medium,7.5,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,low,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,low,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,,no entry,,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,low,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,low,0,none,0,low,,,,,,,,,,
H010,High,low,0,none,0,none,,,,,,,,,,
H010,High,medium,12.5,high,12.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,high,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,low,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,2.5,low,2.5,none,,,,,,,,,,
H010,High,medium,7.5,medium,7.5,none,,,,,,,,,,
H010,High,medium,7.5,medium,7.5,none,,,,,,,,,,
H010,High,medium,7.5,medium,7.5,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,medium,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,low,,,,,,,,,,
H010,High,medium,,no entry,,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,none,,,,,,,,,,
H010,High,medium,0,none,0,low,,,,,,,,,,
H011,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,low,,,,,,,,,,
H011,High,high,,no entry,,low,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,,no entry,,none,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,high,0,none,0,no entry,,,,,,,,,,
H011,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,low,7.5,medium,7.5,no entry,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,low,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,,no entry,,none,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,low,0,none,0,no entry,,,,,,,,,,
H011,High,medium,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,medium,12.5,high,12.5,no entry,,,,,,,,,,
H011,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H011,High,medium,7.5,medium,7.5,no entry,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,low,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,medium,,,,,,,,,,
H011,High,medium,,no entry,,low,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,medium,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,,no entry,,none,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
